,links,Name,Edition,Distance,Color,Price
361,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-escape-8606369/,2022 Ford Escape,SE Hybrid FACTORY ORDER - ARRIVING SOON | 201A | ROOF | CO-PILOT 360,10KM,Stone Blue Metallic,"$45,604"
362,https://www.carpages.ca/used-cars/ontario/dunnville/2016-toyota-prius-8605796/,2016 Toyota Prius,Two Eco,"137,262KM",White,"$25,350"
363,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2022-hyundai-santa-fe-8605469/,2022 Hyundai Santa Fe,HEV Preferred w/Trend Package,27KM,Grey,"$43,939"
364,https://www.carpages.ca/used-cars/ontario/london/2018-audi-a3-8605373/,2018 Audi A3,ETRON TECHNIK*LOADED*PLUGIN HYBRID*SUNROOF*CERT,"180,212KM",Grey,"$27,995"
365,https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-y-8605334/,2020 Tesla Model Y,"LONG RANGE AWD AUTOPILOT, CLEAN!","23,169KM",White,"$91,700"
366,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-y-8605331/,2022 Tesla Model Y,"LONG RANGE AWD AUTOPILOT, NEW, CLEAN CARFAX!",117KM,Black,"$103,950"
367,https://www.carpages.ca/used-cars/ontario/brampton/2019-ford-fusion-hybrid-8604929/,2019 Ford Fusion Hybrid,SE,"139,000KM",White,"$23,900"
368,https://www.carpages.ca/used-cars/ontario/kitchener/2020-ford-escape-8604866/,2020 Ford Escape,Titanium HYBRID AWD *LEATHER-NAVIGATION*,"39,778KM",White,"$39,880"
369,https://www.carpages.ca/used-cars/ontario/guelph/2019-kia-niro-8604605/,2019 Kia NIRO,"L Hatchback, CarPlay + Android Auto, Heated Steering Wheel + Seats, Reverse Camera, & More!","71,000KM",Black,"$29,988"
370,https://www.carpages.ca/used-cars/ontario/chatham/2021-ford-escape-8604470/,2021 Ford Escape,Titanium Hybrid AWD #Pano Roof #Nav #Leather,"13,383KM",,"$46,997"
371,https://www.carpages.ca/used-cars/ontario/chatham/2018-toyota-prius-8604458/,2018 Toyota Prius,V Auto,"48,835KM",,"$36,799"
372,https://www.carpages.ca/used-cars/ontario/chatham/2021-toyota-prius-8604461/,2021 Toyota Prius,Prime Auto PLUG IN HYBRID,"22,932KM",Dark Grey,"$45,599"
373,https://www.carpages.ca/used-cars/ontario/bolton/2019-audi-q8-8604350/,2019 Audi Q8,"Technik Quattro Navigation Panoramic Sunroof Heated Seats Ventilated Front Seats 22""Alloy Rims","32,000KM",Black,"$81,998"
374,https://www.carpages.ca/used-cars/ontario/bolton/2021-mercedes-benz-gls-8604314/,2021 Mercedes-Benz GLS,GLS 450 4Matic Only 8327 Km 6 Seater Navigation Panoramic Sunroof Leather Apple Car Play 21'Alloy,"8,327KM",White,"$119,898"
375,https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8604248/,2022 Jeep Wrangler,"Unlimited Rubicon 4x4 Sky Power Soft Top Navigation Blind Spot Remote Start Apple Car Play 17""Alloy",20KM,Grey,"$76,455"
376,https://www.carpages.ca/used-cars/ontario/thornhill/2021-bmw-3-series-8604218/,2021 BMW 3 Series,M340i xDrive,"20,249KM",White,"$71,998"
377,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-8604071/,2022 Volvo XC60,R-Design,9KM,Onyx Black Metallic,"$77,315"
378,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8603405/,2022 Ford F-150,XLT,20KM,Agate Black Metallic,"$64,890"
379,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-a8-8603366/,2022 Audi A8,L,90KM,Daytona Gray Pearl Effect,"$142,859"
380,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-8603363/,2022 Audi Q5,PROGRESSIV,90KM,Daytona Gray Pearl,"$67,844"
381,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-audi-q5-8603357/,2022 Audi Q5,Sportback Technik | S-Line Black Package | DEMO,"3,712KM",Daytona Gray Pearl,"$75,000"
382,https://www.carpages.ca/used-cars/ontario/peterborough/2014-gmc-sierra-1500-8603315/,2014 GMC Sierra 1500,SLT,"136,429KM",Silver,"$32,749"
383,https://www.carpages.ca/used-cars/ontario/peterborough/2018-ford-transit-8603306/,2018 Ford Transit,VAN,"71,867KM",White,"$58,999"
384,https://www.carpages.ca/used-cars/ontario/peterborough/2019-ford-transit-8603303/,2019 Ford Transit,VAN,"80,029KM",White,"$64,999"
385,https://www.carpages.ca/used-cars/ontario/mississauga/2009-ford-escape-8603270/,2009 Ford Escape,HYBRID,"221,569KM",Oxford White,"$5,496"
386,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2022-tesla-model-y-8602148/,2022 Tesla Model Y,Long Range AWD  Full Self-Drive CPU,"10,676KM",,"$101,888"
387,https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-ioniq-8601866/,2022 Hyundai IONIQ,5 Preferred,CALL,Shooting-Star Gray,"$62,924"
388,https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-santa-fe-8601746/,2022 Hyundai Santa Fe,Hybrid Preferred,CALL,LAGOON BLUE,"$43,924"
389,https://www.carpages.ca/used-cars/ontario/belleville/2020-ford-fusion-8601146/,2020 Ford Fusion,"Energi Titanium - SUNROOF! HTD/COOLED LTHR! NAV! 38,000KMS!","38,916KM",Black,"$34,495"
390,https://www.carpages.ca/used-cars/ontario/belleville/2020-ford-fusion-8601071/,2020 Ford Fusion,"Energi Titanium - HYBRID! 14,000KMS! LEATHER! RAIN-SENSING ROOF!","14,148KM",Blue,"$37,495"
391,https://www.carpages.ca/used-cars/ontario/belleville/2021-toyota-camry-8601020/,2021 Toyota Camry,"HYBRID SE - HEATED 1/2 LTHR! SUNROOF! 24,000KMS!","24,282KM",White,"$44,495"
392,https://www.carpages.ca/used-cars/ontario/st-catharines/2015-lincoln-mkz-8600492/,2015 Lincoln MKZ,Hybrid    LOW LOW KMS,"117,653KM",Silver,"$19,995"
393,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2022-kia-niro-8600069/,2022 Kia NIRO,SX Touring,12KM,Black,"$38,740"
394,https://www.carpages.ca/used-cars/ontario/guelph/2022-toyota-prius-8599307/,2022 Toyota Prius,"Prime Upgrade w/ Technology Package - Leather, Heads Up Display, Navigation, & More!","13,000KM",Red,"$49,998"
395,https://www.carpages.ca/used-cars/british-columbia/surrey/2021-tesla-model-3-8598893/,2021 Tesla Model 3,"NO PST!! AutoPilot, Nav, Backup Cam, Low KMs!!","6,000KM",White,"$72,900"
396,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-rs-4-8597921/,2021 Audi RS 4,Q8 Carbon Optics | Massage Seats | Sport Exhaust | Driver Assistance,"13,311KM",Orca Black,"$181,000"
397,https://www.carpages.ca/used-cars/ontario/mississauga/2008-dodge-grand-caravan-8597897/,2008 Dodge Grand Caravan,SE,"230,775KM",,"$3,496"
398,https://www.carpages.ca/used-cars/ontario/sudbury/2019-toyota-camry-8597723/,2019 Toyota Camry,Hybrid SE  - Sunroof -  Heated Seats,"99,500KM",Gray,"$35,362"
399,https://www.carpages.ca/used-cars/ontario/sudbury/2020-toyota-highlander-8597717/,2020 Toyota Highlander,Hybrid XLE  - Sunroof -  Power Liftgate,"113,917KM",White,"$59,250"
400,https://www.carpages.ca/used-cars/ontario/north-york/2016-tesla-model-s-8596673/,2016 Tesla Model S,75D|NAV|AUTOPILOT|GREYLEATHER|CARBON|ALLHEATEDSEAT,"35,242KM",Grey,"$79,995"
401,https://www.carpages.ca/used-cars/ontario/north-york/2019-nissan-leaf-8596670/,2019 Nissan Leaf,SV|ZERO-EMISSION|NAV|EPEDAL|SAFETYTECH|ECOMODE|+++,"56,555KM",White,"$42,995"
402,https://www.carpages.ca/used-cars/ontario/vaughan/2015-bmw-i8-8596595/,2015 BMW i8,I NAVI I HUD I 20 IN WHEELS I HARMAN KARDON,"49,045KM",White,"$95,910"
403,https://www.carpages.ca/used-cars/ontario/barrie/2018-mitsubishi-outlander-phev-8594402/,2018 Mitsubishi Outlander PHEV,GT,"113,200KM",White,"$22,998"
404,https://www.carpages.ca/new-cars/new-brunswick/woodstock/2022-ford-escape-8594090/,2022 Ford Escape,SE FHEV,1KM,Agate Black,"$39,894"
405,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-8594012/,2022 Audi Q5,PROGRESSIV,90KM,Quantum Gray,"$66,954"
406,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-kia-niro-8592917/,2020 Kia NIRO,EV SX Touring  Blind Spot Assist/ Low KM/ Sunroof/ Accident Free,"9,290KM",Grey,"$62,135"
407,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2021-toyota-rav4-8592842/,2021 Toyota RAV4,Hybrid XLE,"15,065KM",,"$57,918"
408,https://www.carpages.ca/used-cars/ontario/north-york/2016-tesla-model-x-8592608/,2016 Tesla Model X,SIGNATURE P90D|6PASS|HIGHWAYAUTOPILOT|NAV|AIRSUSP|,"61,684KM",White,"$109,995"
409,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-sorento-8592131/,2022 Kia Sorento,SX Factory Order: Custom,20KM,White,"$58,700"
410,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-sorento-8592128/,2022 Kia Sorento,EX+ Factory Order: Custom,20KM,White,"$54,300"
411,https://www.carpages.ca/used-cars/ontario/oakville/2021-ford-f-150-8590574/,2021 Ford F-150,Lariat,"25,795KM",Black,"$71,888"
412,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2022-toyota-sienna-8590457/,2022 Toyota Sienna,XSE 7-Passenger  - Sunroof,"15,500KM",Ruby Flare Pearl,"$69,998"
413,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-land-rover-defender-8589122/,2021 Land Rover Defender,"X-Dynamic HSE | Driver Assist Pack | Sunroof | 22"" Rims","19,457KM",Santorini Black Metallic,"$107,000"
414,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-y-8587418/,2022 Tesla Model Y,"LONG RANGE AWD AUTOPILOT, NEW, BEAUTIFUL!",537KM,White,"$105,950"
415,https://www.carpages.ca/used-cars/ontario/kitchener/2020-ford-escape-8587274/,2020 Ford Escape,Titanium Hybrid TITANIUM HYBRID | HEATED STEERING WHEEL | NAVIGATION,"85,540KM",Silver,"$40,498"
416,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-y-8587133/,2022 Tesla Model Y,"LONG RANGE AWD AUTOPILOT, BRAND NEW!",32KM,Black,"$105,950"
417,https://www.carpages.ca/new-cars/ontario/chatham/2022-ford-escape-8586473/,2022 Ford Escape,SE Hybrid,8KM,White,"$43,844"
418,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2022-ford-f-150-8585405/,2022 Ford F-150,Limited,17KM,STAR WHITE METALLIC TRI-COAT,"$102,630"
419,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2022-ford-escape-8585378/,2022 Ford Escape,Titanium Hybrid,CALL,Iced Blue Silver Metallic,"$46,494"
420,https://www.carpages.ca/new-cars/british-columbia/sechelt/2022-ford-e-transit-cargo-van-8585201/,2022 Ford E-Transit Cargo Van,LR CARGO RWD BEV  - $506 B/W,CALL,Oxford White,"$67,485"
421,https://www.carpages.ca/new-cars/british-columbia/vernon/2022-ford-escape-8584748/,2022 Ford Escape,SE Hybrid AWD  - $274 B/W,CALL,Rapid Red Metallic Tinted Clearcoat,"$43,444"
422,https://www.carpages.ca/new-cars/british-columbia/vernon/2022-ford-mustang-mach-e-8584736/,2022 Ford Mustang MACH-E,GT Performance Edition  - $603 B/W,CALL,SHADOW BLACK,"$92,530"
423,https://www.carpages.ca/new-cars/british-columbia/vernon/2022-ford-escape-8584733/,2022 Ford Escape,SE Hybrid AWD  - $270 B/W,CALL,Carbonized Grey Metallic,"$42,844"
424,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-kia-niro-8584265/,2020 Kia NIRO,PLUG-IN Hybrid,CALL,Blue,"$44,999"
425,https://www.carpages.ca/used-cars/manitoba/winnipeg/2017-volvo-xc90-8583329/,2017 Volvo XC90,T8 Inscription PHEV!,"89,466KM",Onyx Black Metallic,"$55,888"
426,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-sorento-8583158/,2022 Kia Sorento,EX Factory Order: Custom,20KM,White,"$45,700"
427,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8583155/,2022 Kia NIRO,EX+ Factory Order: Custom,20KM,White,"$54,135"
428,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8583152/,2022 Kia NIRO,EX Factory Order: Custom,20KM,White,"$48,435"
429,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-ev6-8583143/,2022 Kia EV6,Long Range RWD Factory Order: Custom,20KM,White,"$56,640"
430,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-ev6-8583137/,2022 Kia EV6,Standard Range RWD Factory Order: Custom,20KM,White,"$48,640"
431,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-soul-8583077/,2022 Kia Soul,EV EV Premium,20KM,Onyx,"$46,440"
432,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-soul-8583071/,2022 Kia Soul,EV EV Limited Factory Order: Custom,20KM,White,"$55,440"
433,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-soul-8583068/,2022 Kia Soul,EV EV Premium Factory Order: Custom,20KM,White,"$46,440"
434,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-sorento-8583050/,2022 Kia Sorento,LX Factory Order: Custom,20KM,White,"$40,400"
435,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8582984/,2022 Kia NIRO,SX Touring Factory Order: Custom,20KM,White,"$42,680"
436,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8582981/,2022 Kia NIRO,EX Premium Factory Order: Custom,20KM,White,"$40,080"
437,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8582963/,2022 Kia NIRO,EX Factory Order: Custom,20KM,White,"$38,080"
438,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8582960/,2022 Kia NIRO,SX Touring Factory Order: Custom,20KM,White,"$40,080"
439,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8582954/,2022 Kia NIRO,EX Factory Order: Custom,20KM,White,"$33,880"
440,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8582951/,2022 Kia NIRO,L Factory Order: Custom,20KM,White,"$30,480"
441,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-niro-8582948/,2022 Kia NIRO,SX Touring Factory Order: Custom,20KM,White,"$58,135"
442,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-ev6-8582906/,2022 Kia EV6,Long Range AWD w/GT-Line Pkg 2 Factory Order: Custom,20KM,White,"$65,640"
443,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-ev6-8582903/,2022 Kia EV6,Long Range AWD w/GT-Line Pkg 1 Factory Order: Custom,20KM,White,"$61,640"
444,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-kia-ev6-8582900/,2022 Kia EV6,Long Range AWD Factory Order: Custom,20KM,White,"$58,640"
445,https://www.carpages.ca/used-cars/ontario/burlington/2022-ford-escape-8582123/,2022 Ford Escape,Titanium Hybrid,"15,642KM",White,"$41,394"
446,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-transit-350-8581529/,2022 Ford Transit 350,MR CARGO RWD BEV,CALL,Oxford White,"$69,730"
447,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8581391/,2022 Ford F-150,4x4 Supercrew-145,CALL,ICONIC SILVER,"$68,995"
448,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8581277/,2022 Ford F-150,4x4 Supercrew-157,CALL,Oxford White,"$70,985"
449,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8581064/,2022 Ford F-150,4x4 Supercrew-157,CALL,Oxford White,"$69,440"
450,https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-toyota-rav4-8580836/,2018 Toyota RAV4,Hybrid Limited 2.5L | Heated Seats | Rear View Camera | Keyless Entry,"46,000KM",,"$44,000"
451,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-toyota-rav4-8580830/,2019 Toyota RAV4,Hybrid Limited 2.5L AWD | Heated Seats | Sunroof | Navigation,"111,435KM",Blueprint,"$45,999"
452,https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-hybrid-8580602/,2022 Hyundai Tucson Hybrid,Luxury,24KM,ASH BLACK,"$39,299"
453,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8580485/,2022 Ford F-150,4x4 Supercrew-157,CALL,Oxford White,"$69,440"
454,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8580227/,2022 Ford F-150,4x4 Supercrew-145,CALL,ICONIC SILVER,"$69,445"
455,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8579984/,2022 Ford F-150,4x4 Supercrew-157,CALL,Oxford White,"$69,440"
456,https://www.carpages.ca/used-cars/ontario/oakville/2022-kia-sorento-8579930/,2022 Kia Sorento,SX PLUG-IN AWD | GREY LEATHER | ROOF | NAV |,"8,990KM",White,"$71,980"
457,https://www.carpages.ca/used-cars/ontario/waterloo/2012-ford-escape-8579915/,2012 Ford Escape,XLT,"123,740KM",White Suede,"$12,300"
458,https://www.carpages.ca/used-cars/ontario/ottawa/2021-ford-transit-8579741/,2021 Ford Transit,Cargo Van,"15,575KM",,"$78,997"
459,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8579672/,2022 Ford F-150,4x4 Supercrew-157,CALL,Carbonized Grey Metallic,"$79,000"
460,https://www.carpages.ca/used-cars/nova-scotia/halifax/2015-kia-soul-8578244/,2015 Kia Soul,EV,"70,737KM",,"$24,995"
461,https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-x-8578214/,2022 Tesla Model X,PLAID NO PST LIKE NEW,239KM,Solid Black,"$239,026"
462,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8577878/,2022 Hyundai Tucson,Plug-In Hybrid Ultimate Factory Order - Custom,15KM,Deep Sea Blue,"$50,074"
463,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8577875/,2022 Hyundai Tucson,Plug-In Hybrid Ultimate Factory Order - Custom,15KM,Cyrstal White,"$49,874"
464,https://www.carpages.ca/new-cars/ontario/cornwall/2022-ford-f-150-8577872/,2022 Ford F-150,4X4 SUPERCREW XLT 302A HYBRID,CALL,White,"$71,225"
465,https://www.carpages.ca/new-cars/ontario/cornwall/2022-ford-f-150-8577863/,2022 Ford F-150,4X4 SUPERCREW XLT 302A HYBRID,CALL,Grey,"$69,615"
466,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8577857/,2022 Hyundai Tucson,Plug-In Hybrid Ultimate Factory Order - Custom,15KM,Crimson Red,"$50,074"
467,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8577836/,2022 Hyundai Tucson,Plug-In Hybrid Ultimate Factory Order - Custom,15KM,ASH BLACK,"$50,074"
468,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8577833/,2022 Hyundai Tucson,Plug-In Hybrid Ultimate Factory Order - Custom,15KM,Amazon Grey,"$50,074"
469,https://www.carpages.ca/used-cars/ontario/toronto/2012-nissan-leaf-8577257/,2012 Nissan Leaf,SV  LOW KM,"44,300KM",Silver,"$16,998"
470,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-8577230/,2019 Tesla Model 3,"PERFORMANCE FULL SELF DRIVE, TRACK MODE!","98,263KM",Black,"$76,950"
471,https://www.carpages.ca/new-cars/ontario/sudbury/2022-hyundai-elantra-8575937/,2022 Hyundai Elantra,HEV Preferred,1KM,Red,"$30,384"
472,https://www.carpages.ca/used-cars/newfoundland-and-labrador/st-john-s/2021-mercedes-benz-gls-8574953/,2021 Mercedes-Benz GLS,GLS 450,"6,500KM",Cavansite Blue Met,"$121,988"
473,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2022-ford-f-150-8574587/,2022 Ford F-150,XLT SPORT,CALL,Atlas Blue Metallic,"$71,485"
474,https://www.carpages.ca/used-cars/ontario/brampton/2016-porsche-cayenne-8573120/,2016 Porsche Cayenne,"SE-Hybrid AWD, Navi, Pano Roof, Back Up Cam!","69,522KM",Meteor Grey Metallic,"$58,994"
475,https://www.carpages.ca/used-cars/ontario/midland/2021-toyota-rav4-8572691/,2021 Toyota RAV4,Hybrid LE,"33,859KM",White,"$46,995"
476,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-hybrid-8572484/,2022 Hyundai Tucson Hybrid,Ultimate Factory Order - Custom,15KM,Titan Grey,"$45,474"
477,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-hybrid-8572481/,2022 Hyundai Tucson Hybrid,Ultimate Factory Order - Custom,15KM,Shimmering Silver,"$45,474"
478,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-hybrid-8572478/,2022 Hyundai Tucson Hybrid,Ultimate Factory Order - Custom,15KM,Deep Sea Blue,"$45,474"
479,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-hybrid-8572475/,2022 Hyundai Tucson Hybrid,Ultimate Factory Order - Custom,15KM,Crystal White,"$45,274"
480,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-hybrid-8572472/,2022 Hyundai Tucson Hybrid,Ultimate Factory Order - Custom,15KM,Crimson Red,"$45,474"
481,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-hybrid-8572469/,2022 Hyundai Tucson Hybrid,Ultimate Factory Order - Custom,15KM,ASH BLACK,"$45,474"
482,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-hybrid-8572463/,2022 Hyundai Tucson Hybrid,Ultimate Factory Order - Custom,15KM,Amazon Grey,"$45,474"
483,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8572454/,2022 Hyundai Tucson,Hybrid Luxury Factory Order - Custom,15KM,Titan Grey,"$42,774"
484,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8572439/,2022 Hyundai Tucson,Hybrid Luxury Factory Order - Custom,15KM,Shimmering Silver,"$42,774"
485,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8572436/,2022 Hyundai Tucson,Hybrid Luxury Factory Order - Custom,15KM,Deep Sea Blue,"$42,774"
486,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8572430/,2022 Hyundai Tucson,Hybrid Luxury Factory Order - Custom,15KM,Crystal White,"$42,574"
487,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8572415/,2022 Hyundai Tucson,Hybrid Luxury Factory Order - Custom,15KM,Crimson Red,"$42,574"
488,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8572412/,2022 Hyundai Tucson,Hybrid Luxury Factory Order - Custom,15KM,ASH BLACK,"$42,774"
489,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8572409/,2022 Hyundai Tucson,Hybrid Luxury Factory Order - Custom,15KM,Amazon Grey,"$42,774"
490,https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-toyota-rav4-8572307/,2018 Toyota RAV4,Hybrid SE AWD! Hard to Find! Save Gas!,"70,797KM",Black Sand Pearl,"$36,982"
491,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-volvo-xc60-8572274/,2022 Volvo XC60,Recharge Inscription FACTORY ORDER - ARRIVING SOON,1KM,Onyx Black Metallic,"$94,670"
492,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-volvo-xc60-8572265/,2022 Volvo XC60,Recharge Inscription FACTORY ORDER - ARRIVING SOON,1KM,SILVER DAWN METALLIC,"$94,670"
493,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-ford-mustang-mach-e-8571728/,2021 Ford Mustang MACH-E,GT Performance YOU WANT THIS,"6,763KM",Grabber Blue Metallic,"$98,992"
494,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-escape-8569583/,2020 Ford Escape,Titanium Hybrid Local! Collision Free! AWD!,"36,664KM",Rapid Red Metallic Tinted Clearcoat,"$40,982"
495,https://www.carpages.ca/used-cars/ontario/guelph/2019-lexus-ux-8569223/,2019 Lexus UX,"UX 250h, F-Sport, Navigation, HeadsUp Display, Sunroof, Leather, Reverse Camera, & More!","52,000KM",Red,"$45,988"
496,https://www.carpages.ca/used-cars/british-columbia/vancouver/2022-toyota-corolla-8568434/,2022 Toyota Corolla,Hybrid,91KM,Silver,"$44,980"
497,https://www.carpages.ca/used-cars/ontario/waterloo/2019-ford-fusion-8568050/,2019 Ford Fusion,Hybrid Titanium,"84,176KM",Agate Black,"$30,400"
498,https://www.carpages.ca/used-cars/ontario/nipigon/2017-ford-f-250-8568032/,2017 Ford F-250,Super Duty SRW Lariat,"114,000KM",SHADOW BLACK,"$54,160.50"
499,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-8567957/,2022 Audi Q5,PROGRESSIV,90KM,Mythos Black Metallic,"$67,844"
500,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-8567954/,2022 Audi Q5,Sportback Progressiv,90KM,Quantum Gray,"$67,504"
501,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q7-8567951/,2022 Audi Q7,Komfort,90KM,Mythos Black Metallic,"$83,609"
502,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-8567948/,2022 Audi Q5,PROGRESSIV,90KM,Glacier White Metallic,"$67,844"
503,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-8567945/,2022 Audi Q5,PROGRESSIV,90KM,Daytona Gray Pearl,"$67,844"
504,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-8567936/,2022 Audi Q5,PROGRESSIV,90KM,Glacier White Metallic,"$65,344"
505,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-audi-a3-8567927/,2022 Audi A3,Sedan Progressiv | S-Line Package | LED Headlights | DEMO,540KM,Glacier White Metallic,"$57,000"
506,https://www.carpages.ca/used-cars/ontario/mississauga/2012-ford-escape-8567843/,2012 Ford Escape,Limited,"304,426KM",Steel Blue Metallic,"$3,496"
507,https://www.carpages.ca/new-cars/british-columbia/fort-st-john/2022-ford-escape-8567684/,2022 Ford Escape,SE Hybrid AWD  - Navigation - Power Liftgate - $298 B/W,12KM,Atlas Blue Metallic,"$41,694"
508,https://www.carpages.ca/new-cars/alberta/grimshaw/2022-ford-mach-e-8567054/,2022 Ford MACH-E,PREMIUM,5KM,Grabber Blue Metallic,"$74,840"
509,https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-3-8566697/,2022 Tesla Model 3,LONG RANGE ONE OWNER NO ACCIDENTS,32KM,Pearl White Multi-Coat,"$85,279"
510,https://www.carpages.ca/used-cars/british-columbia/richmond/2018-tesla-model-3-8566688/,2018 Tesla Model 3,MODEL 3 ONE OWNER LOCAL NO ACCIDENTS,"57,170KM",Gray,"$67,120"
